announcement_code,title,project_name,symbol,listing_type,published_at,trading_starts_at,spot_pairs,seed_tag,announcement_url,project_links,contact_links,contract_links,summary,contact_status,reason
82c9c8166a2a434681c20a23a346a5b8,Binance Will List Fabric Protocol (ROBO) with Seed Tag Applied,Fabric Protocol,ROBO,spot,2026-03-04T13:13:14.452000Z,2026-03-04T16:30:00Z,ROBO/USDT | ROBO/USDC | ROBO/TRY,True,https://www.binance.com/en/support/announcement/detail/82c9c8166a2a434681c20a23a346a5b8,https://fabric.foundation/,https://x.com/FabricFND | https://fabric.foundation/blog/robo-governance-phase-1-foundation-security-council,https://bscscan.com/token/0x475cbf5919608e0c6Af00e7bf87FaB83bF3Ef6e2 | https://etherscan.io/token/0x32b4d049fe4c888d2b92eecaf729f44df6b1f36e,"Fabric Protocol is a decentralized infrastructure for coordinating robots and AI workloads across devices, services and human.",完整,已找到项目官网和社区、代码或联系入口。
c8f9e4e1e7de458482a2af3cf64c9093,Binance Will List Espresso (ESP) with Seed Tag Applied,Espresso,ESP,spot,2026-02-12T07:28:23.176000Z,2026-02-12T13:00:00Z,ESP/USDT | ESP/USDC | ESP/TRY,True,https://www.binance.com/en/support/announcement/detail/c8f9e4e1e7de458482a2af3cf64c9093,https://espresso.foundation/,https://www.x.com/espressoFNDN | https://distributedlab.com/,https://etherscan.io/token/0x031de51f3e8016514bd0963d0b2ab825a591db9a | https://arbiscan.io/token/0x3b8db18e69d6686ad9371a423afe3dd1065c94f1,"Espresso is a decentralised base layer aimed at improving Layer 2 rollup performance, interoperability and security.",完整,已找到项目官网和社区、代码或联系入口。
c411646abd94488bba084537c5563beb,Binance Will List Zama (ZAMA) with Seed Tag Applied,Zama,ZAMA,spot,2026-02-02T04:28:43.224000Z,2026-02-02T13:00:00Z,ZAMA/USDT | ZAMA/USDC | ZAMA/TRY,True,https://www.binance.com/en/support/announcement/detail/c411646abd94488bba084537c5563beb,https://www.zama.org/,https://github.com/zama-ai | https://www.zama.org/contact | https://github.com/zama-ai/awesome-zama#research-papers-and-publications | https://x.com/zama | https://t.me/zama_on_telegram | https://www.linkedin.com/company/34914422/ | https://www.zama.org/community-channels | http://t.me/zama_on_telegram | https://www.linkedin.com/company/34914422,https://etherscan.io/token/0xa12cc123ba206d4031d1c7f6223d1c2ec249f4f3 | https://bscscan.com/token/0x6907a5986c4950bdaf2f81828ec0737ce787519f,"Zama Protocol is a cross-chain confidentiality layer that enables issuing, managing and trading assets confidentially on any L1 or L2, using Fully Homomorphic Encryption (FHE).",完整,已找到项目官网和社区、代码或联系入口。
85af9e52f60547dd8f7b67fd3dc2f7b4,Binance Will List Sentient (SENT) with Seed Tag Applied,Sentient,SENT,spot,2026-01-22T05:25:54.238000Z,2026-01-22T12:00:00Z,SENT/USDT | SENT/USDC | SENT/TRY,True,https://www.binance.com/en/support/announcement/detail/85af9e52f60547dd8f7b67fd3dc2f7b4,https://www.sentient.xyz,https://github.com/sentient-agi | https://x.com/SentientAGI | https://discord.com/invite/sentientfoundation | https://github.com/sentient-agi/EvoSkill | https://www.eldros.ai/ | https://github.com/composiohq | https://x.com/composio | https://github.com/ComposioHQ/composio | mailto:contact@sentient.xyz | https://www.linkedin.com/company/sentientagi/ | https://www.sentient.xyz/contact,https://etherscan.io/token/0x56A3BA04E95d34268A19b2a4474DC979baBDaf76,"Sentient Labs is building the GRID, a large open intelligence network, where over 100 AI models, agents, tools, and research projects work together as one unified system.",完整,已找到项目官网和社区、代码或联系入口。
29ba8e4cfa1b45ea88653c029cedd0cd,Binance Will List Ripple USD (RLUSD) and Introduce RLUSD Zero Trading Fee Promotion,Ripple USD,RLUSD,spot,2026-01-21T08:30:01.712000Z,2026-01-22T08:00:00Z,RLUSD/USDT | RLUSD/U,False,https://www.binance.com/en/support/announcement/detail/29ba8e4cfa1b45ea88653c029cedd0cd,https://ripple.com/solutions/stablecoin/,https://ripple.com/contact/sales/ | https://github.com/ripple/RLUSD-Implementation | https://ripple.com/contact/ | https://x.com/Ripple | https://www.youtube.com/channel/UCjok1uTSBUgvRYQaASz6YWw | https://www.linkedin.com/company/ripple,http://tonviewer.com | https://etherscan.io/token/0x8292bb45bf1ee4d140127049757c2e0ff06317ed,,完整,已找到项目官网和社区、代码或联系入口。
4ba222e6a62e4544a408ff1689682404,Binance Will List Fogo (FOGO) with Seed Tag Applied,Fogo,FOGO,spot,2026-01-12T12:50:53.294000Z,2026-01-15T14:00:00Z,FOGO/USDT | FOGO/USDC | FOGO/TRY,True,https://www.binance.com/en/support/announcement/detail/4ba222e6a62e4544a408ff1689682404,http://fogoscan.com | https://www.fogo.io/,https://x.com/fogo | https://discord.gg/FogoChain | https://www.linkedin.com/company/fogochain | http://fogoscan.com/contactus,,Fogo is a high-performance L1 that utilizes Solana Virtual Machine.,完整,已找到项目官网和社区、代码或联系入口。
54de0a1147d04cf382707002a30901fd,Binance Will List United Stables (U) and Introduce U Zero Trading Fee Promotion,United Stables,U,spot,2026-01-12T07:30:07.638000Z,2026-01-13T08:00:00Z,U/USDT | U/USDC,False,https://www.binance.com/en/support/announcement/detail/54de0a1147d04cf382707002a30901fd,https://u.tech/,https://x.com/UTechStables | https://t.me/Ustables,http://tonviewer.com | https://bscscan.com/token/0xcE24439F2D9C6a2289F741120FE202248B666666,,完整,已找到项目官网和社区、代码或联系入口。
51881f9d018242ce80bed6ce015de2a7,Binance Will List 币安人生 (币安人生) and zkPass (ZKP) with Seed Tag Applied,zkPass,ZKP,spot,2026-01-07T10:39:06.580000Z,2026-01-07T14:00:00Z,ZKP/USDT | ZKP/USDC | ZKP/TRY,True,https://www.binance.com/en/support/announcement/detail/51881f9d018242ce80bed6ce015de2a7,https://zkpass.org,,https://bscscan.com/token/0x924fa68a0FC644485b8df8AbfA0A41C2e7744444 | https://etherscan.io/token/0xe1be424f442d0687129128c6c38aace44f8c8dbc | https://bscscan.com/token/0xd89B7dD376E671c124352267516BEF1C2cc231a3 | https://basescan.org/token/0xc6c1be6c6d828f9cea70f1b8351879510fbf0065,zkPass is a decentralized oracle protocol that transforms private internet data into verifiable proofs on-chain.,部分,已找到项目官网，社区或联系入口需要继续确认。
fd835b4cd95f4af89c461070994e684d,Binance Will List Lorenzo Protocol (BANK) and Meteora (MET) with Seed Tag Applied,Lorenzo Protocol,BANK,spot,2025-11-13T10:00:26.501000Z,2025-11-13T14:00:00Z,BANK/USDT | BANK/USDC | BANK/TRY,True,https://www.binance.com/en/support/announcement/detail/fd835b4cd95f4af89c461070994e684d,https://www.lorenzo-protocol.xyz/home,,https://bscscan.com/token/0x3AeE7602b612de36088F3ffEd8c8f10E86EbF2bF | https://solscan.io/token/METvsvVRapdj9cFLzq4Tr43xK4tAjQfwX76z3n6mWQL,An institutional grade asset management platform.,部分,已找到项目官网，社区或联系入口需要继续确认。
fd835b4cd95f4af89c461070994e684d,Binance Will List Lorenzo Protocol (BANK) and Meteora (MET) with Seed Tag Applied,Meteora,MET,spot,2025-11-13T10:00:26.501000Z,2025-11-13T14:00:00Z,MET/USDT | MET/USDC | MET/TRY,True,https://www.binance.com/en/support/announcement/detail/fd835b4cd95f4af89c461070994e684d,https://www.meteora.ag/,,https://bscscan.com/token/0x3AeE7602b612de36088F3ffEd8c8f10E86EbF2bF | https://solscan.io/token/METvsvVRapdj9cFLzq4Tr43xK4tAjQfwX76z3n6mWQL,"A dynamic liquidity layer in DeFi, offering tools for liquidity providers, launchpads, and token launches.",部分,已找到项目官网，社区或联系入口需要继续确认。
ff209dd797b2418198c312a1a266e73a,Binance Will List Aster (ASTER) with Seed Tag Applied,Aster,ASTER,spot,2025-10-06T07:48:49.954000Z,2025-10-06T12:00:00Z,ASTER/USDT | ASTER/USDC | ASTER/TRY,True,https://www.binance.com/en/support/announcement/detail/ff209dd797b2418198c312a1a266e73a,,,https://bscscan.com/address/0x000Ae314E2A2172a039B26378814C252734f556A,Aster is a next-generation decentralized perpetual exchange built for everyone.,待补充,Binance 公告没有识别出项目官网，需要人工二次确认。
50ff03bc1d94471181887c43b930d3f0,Binance Will List Avantis (AVNT) with Seed Tag Applied,Avantis,AVNT,spot,2025-09-15T03:47:01.934000Z,2025-09-15T05:00:00Z,AVNT/USDT | AVNT/USDC | AVNT/TRY,True,https://www.binance.com/en/support/announcement/detail/50ff03bc1d94471181887c43b930d3f0,https://www.avantisfi.com/,https://x.com/avantisfi | https://discord.gg/avantisfi,https://basescan.org/address/0x696F9436B67233384889472Cd7cD58A6fB5DF4f1,"Avantis is an on-chain exchange enabling leveraged trading of synthetic crypto, forex, and commodities, while allowing users to provide liquidity for these markets.",完整,已找到项目官网和社区、代码或联系入口。
94ab969a74a8480799d03934b4720411,Binance Will List Pump.fun (PUMP) with Seed Tag Applied,Pump.fun,PUMP,spot,2025-09-11T11:37:53.797000Z,2025-09-11T12:30:00Z,PUMP/USDT | PUMP/TRY,True,https://www.binance.com/en/support/announcement/detail/94ab969a74a8480799d03934b4720411,https://pump.fun/,,https://solscan.io/token/pumpCmXqMfrsAkQ5r49WcJnRayYRqmXz6ae8H7H9Dfn,Pump.fun is a meme coin launchpad on Solana.,部分,已找到项目官网，社区或联系入口需要继续确认。
aebac85d4dd3470c9cd52df6f98d0811,Binance Will List Ethena USDe (USDE),Ethena USDe,USDE,spot,2025-09-09T07:00:01.439000Z,2025-09-09T12:00:00Z,USDE/USDC | USDE/USDT,False,https://www.binance.com/en/support/announcement/detail/aebac85d4dd3470c9cd52df6f98d0811,https://ethena.fi/,https://x.com/ethena/status/1965368486580105439 | https://x.com/ethena | https://discord.gg/ethena,http://tonviewer.com | https://bscscan.com/token/0x5d3a1ff2b6bab83b63cd9ad0787074081a52ef34 | https://etherscan.io/token/0x4c9edd5852cd905f086c759e8383e09bff1e68b3,,完整,已找到项目官网和社区、代码或联系入口。
503b79756ba04a1cac0dfd6216958422,Binance Will List World Liberty Financial (WLFI) with Seed Tag Applied,World Liberty Financial,WLFI,spot,2025-09-01T01:49:05.082000Z,2025-09-01T13:00:00Z,WLFI/USDT | WLFI/USDC | WLFI/TRY,True,https://www.binance.com/en/support/announcement/detail/503b79756ba04a1cac0dfd6216958422,https://worldlibertyfinancial.com/,https://worldlibertyfinancial.com/contact,https://etherscan.io/token/0xda5e1988097297dcdc1f90d4dfe7909e847cbef6 | https://bscscan.com/address/0x47474747477b199288bF72a1D702f7Fe0Fb1DEeA | https://solscan.io/token/WLFinEv6ypjkczcS83FZqFpgFZYwQXutRbxGe7oC16g,"World Liberty Financial is a DeFi protocol and governance platform inspired by President Donald J. Trump, launching the USD1 stablecoin and USD1+ ecosystem to deliver transparent, accessible, and low-cost global financial solutions.",完整,已找到项目官网和社区、代码或联系入口。
2ebd8f9d2acc4123a9f372a650760b66,Binance Will List Maple Finance (SYRUP) and Kamino Finance (KMNO) with Seed Tag Applied,Maple Finance,SYRUP,spot,2025-05-06T11:25:20.814000Z,2025-05-06T15:00:00Z,SYRUP/USDT | SYRUP/USDC,True,https://www.binance.com/en/support/announcement/detail/2ebd8f9d2acc4123a9f372a650760b66,https://maple.finance/ | https://app.kamino.finance/,https://maple.finance/#contact | https://x.com/maplefinance | https://www.youtube.com/channel/UCXJPzNcN_kSXj82EfRrV1pQ | https://www.linkedin.com/company/maplefinance/ | https://t.me/maplefinance,https://etherscan.io/token/0x643C4E15d7d62Ad0aBeC4a9BD4b001aA3Ef52d66 | https://basescan.org/token/0x688aee022aa544f150678b8e5720b6b96a9e9a2f | https://solscan.io/token/KMNo3nJsBXfcpJTVhZcXLW7RmTwTt4GVFE7suUBo9sS,Maple Finance is an on-chain institutional lending platform.,完整,已找到项目官网和社区、代码或联系入口。
2ebd8f9d2acc4123a9f372a650760b66,Binance Will List Maple Finance (SYRUP) and Kamino Finance (KMNO) with Seed Tag Applied,Kamino Finance,KMNO,spot,2025-05-06T11:25:20.814000Z,2025-05-06T15:00:00Z,KMNO/USDT | KMNO/USDC,True,https://www.binance.com/en/support/announcement/detail/2ebd8f9d2acc4123a9f372a650760b66,https://maple.finance/ | https://app.kamino.finance/,https://maple.finance/#contact | https://x.com/maplefinance | https://www.youtube.com/channel/UCXJPzNcN_kSXj82EfRrV1pQ | https://www.linkedin.com/company/maplefinance/ | https://t.me/maplefinance,https://etherscan.io/token/0x643C4E15d7d62Ad0aBeC4a9BD4b001aA3Ef52d66 | https://basescan.org/token/0x688aee022aa544f150678b8e5720b6b96a9e9a2f | https://solscan.io/token/KMNo3nJsBXfcpJTVhZcXLW7RmTwTt4GVFE7suUBo9sS,Kamino Finance is the leading borrow/lend protocol on Solana that offers a wide range of yield and liquidity solutions.,完整,已找到项目官网和社区、代码或联系入口。
8aa1b6610a534fcb95b46956f2ed4391,Binance Will List Cheems (1000CHEEMS) and Test (TST) with Seed Tag Applied,Cheems,1000CHEEMS,spot,2025-02-09T07:10:31.264000Z,2025-02-09T11:00:00Z,1000CHEEMS/USDT | 1000CHEEMS/USDC,True,https://www.binance.com/en/support/announcement/detail/8aa1b6610a534fcb95b46956f2ed4391,https://cheems.pet/,,https://bscscan.com/token/0x0df0587216a4a1bb7d5082fdc491d93d2dd4b413 | https://bscscan.com/token/0x86Bb94DdD16Efc8bc58e6b056e8df71D9e666429,Cheems is a Shiba Inu Meme coin issued on BSC.,部分,已找到项目官网，社区或联系入口需要继续确认。
8aa1b6610a534fcb95b46956f2ed4391,Binance Will List Cheems (1000CHEEMS) and Test (TST) with Seed Tag Applied,Test,TST,spot,2025-02-09T07:10:31.264000Z,2025-02-09T11:00:00Z,TST/USDT | TST/USDC,True,https://www.binance.com/en/support/announcement/detail/8aa1b6610a534fcb95b46956f2ed4391,https://testtoken.vip/,,https://bscscan.com/token/0x0df0587216a4a1bb7d5082fdc491d93d2dd4b413 | https://bscscan.com/token/0x86Bb94DdD16Efc8bc58e6b056e8df71D9e666429,TST is a test token deployed by BNBchain on four.meme.,部分,已找到项目官网，社区或联系入口需要继续确认。
098d3a7afe5244b5ba6ea728f933817f,Binance Will List OFFICIAL TRUMP (TRUMP) with Seed Tag Applied,OFFICIAL TRUMP,TRUMP,spot,2025-01-19T04:05:42.151000Z,2025-01-19T08:30:00Z,TRUMP/USDC | TRUMP/USDT,True,https://www.binance.com/en/support/announcement/detail/098d3a7afe5244b5ba6ea728f933817f,https://gettrumpmemes.com/,https://x.com/GetTrumpMemes,https://solscan.io/token/6p6xgHyF7AeE6TZkSmFsko444wqoP15icUSqi2jfGiPN,TRUMP is the official Trump meme.,完整,已找到项目官网和社区、代码或联系入口。
